date,state,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease
9/6/2020,SD,0,11,974,220
9/6/2020,TN,3,20,19111,1764
9/6/2020,TX,64,0,95636,2995
9/6/2020,UT,2,19,4382,388
9/6/2020,VA,1,32,11329,1199
9/6/2020,VI,1,0,100,14
9/6/2020,VT,0,0,974,1
9/6/2020,WA,0,-6,15886,501
9/6/2020,WI,0,22,4616,890
9/6/2020,WV,3,0,4774,123
9/6/2020,WY,0,-4,0,26
9/5/2020,AK,2,0,2967,98
9/5/2020,AL,9,113,6150,1410
9/5/2020,AR,9,34,16485,548
9/5/2020,AS,0,0,0,0
9/5/2020,AZ,36,22,15012,835
9/5/2020,CA,153,0,114397,4956
9/5/2020,CO,5,21,6585,368
9/5/2020,CT,0,0,0,0
9/5/2020,DC,0,0,4461,52
9/5/2020,DE,2,0,1850,140
9/5/2020,FL,60,246,20144,3656
9/5/2020,GA,46,99,26410,2194
9/5/2020,GU,1,0,577,52
9/5/2020,HI,2,10,7398,271
9/5/2020,IA,20,0,5148,1028
9/5/2020,ID,10,19,1649,269
9/5/2020,IL,23,0,59129,2806
9/5/2020,IN,12,53,10574,1077
9/5/2020,KS,0,0,0,0
9/5/2020,KY,6,14,18592,787
9/5/2020,LA,0,0,0,0
9/5/2020,MA,16,12,20373,438
9/5/2020,MD,7,43,12214,776
9/5/2020,ME,0,1,5337,35
9/5/2020,MI,8,0,40125,896
9/5/2020,MN,4,41,8579,914
9/5/2020,MO,77,0,14584,1987
9/5/2020,MP,0,0,0,1
9/5/2020,MS,11,0,9456,539
9/5/2020,MT,2,3,917,145
9/5/2020,NC,50,0,20214,1561
9/5/2020,ND,0,6,1382,356
9/5/2020,NE,0,27,1740,192
9/5/2020,NH,0,1,1426,56
9/5/2020,NJ,7,20,0,325
9/5/2020,NM,3,2,5158,90
9/5/2020,NV,13,0,3799,390
9/5/2020,NY,2,0,98960,801
9/5/2020,OH,8,77,26984,1341
9/5/2020,OK,4,44,7731,1147
9/5/2020,OR,5,0,2923,255
9/5/2020,PA,18,0,12202,963
9/5/2020,PR,9,0,0,251
9/5/2020,RI,3,22,3440,241
9/5/2020,SC,31,60,10979,964
9/5/2020,SD,3,6,1321,293
9/5/2020,TN,25,70,25325,1765
9/5/2020,TX,177,0,59709,4486
9/5/2020,UT,1,16,3816,433
9/5/2020,VA,15,141,16780,948
9/5/2020,VI,0,0,254,17
9/5/2020,VT,0,0,885,5
9/5/2020,WA,8,14,15522,479
9/5/2020,WI,15,50,7075,999
9/5/2020,WV,0,0,4318,252
9/5/2020,WY,0,0,0,17
9/4/2020,AK,0,0,3871,130
9/4/2020,AL,33,0,3331,1108
9/4/2020,AR,12,36,8899,1174
9/4/2020,AS,0,0,0,0
9/4/2020,AZ,41,24,13341,728
9/4/2020,CA,163,0,127940,5106
9/4/2020,CO,8,14,5689,268
9/4/2020,CT,0,0,19286,156
9/4/2020,DC,2,0,4541,51
9/4/2020,DE,0,0,1995,99
9/4/2020,FL,103,243,19113,3198
9/4/2020,GA,63,143,19394,2066
9/4/2020,GU,1,0,563,59
9/4/2020,HI,4,21,6080,211
9/4/2020,IA,6,0,6486,1091
9/4/2020,ID,0,7,2064,263
9/4/2020,IL,38,0,143905,5594
9/4/2020,IN,18,69,13359,1030
9/4/2020,KS,23,54,6678,1280
9/4/2020,KY,11,15,7224,792
9/4/2020,LA,14,0,14723,822
9/4/2020,MA,23,10,17340,212
9/4/2020,MD,11,46,13041,819
9/4/2020,ME,1,-1,5535,15
9/4/2020,MI,7,0,27477,1053
9/4/2020,MN,10,43,9076,843
9/4/2020,MO,17,0,12047,1605
9/4/2020,MP,0,0,0,0
9/4/2020,MS,22,0,0,823
9/4/2020,MT,3,2,4180,148
9/4/2020,NC,36,0,39214,2045
9/4/2020,ND,1,7,1513,342
9/4/2020,NE,5,6,4153,474
9/4/2020,NH,0,1,1367,21
9/4/2020,NJ,7,32,34258,449
9/4/2020,NM,1,10,5637,200
9/4/2020,NV,12,0,3058,489
9/4/2020,NY,5,0,92531,864
9/4/2020,OH,22,68,28725,1332
9/4/2020,OK,11,48,10336,1013
9/4/2020,OR,5,-14,5539,265
9/4/2020,PA,10,0,11436,891
9/4/2020,PR,7,0,0,43
9/4/2020,RI,0,19,2273,100
9/4/2020,SC,39,67,10930,1629
9/4/2020,SD,1,10,1497,259
9/4/2020,TN,22,81,17180,1051
9/4/2020,TX,140,0,6768,5482
9/4/2020,UT,5,19,5544,513
9/4/2020,VA,10,68,14186,1111
9/4/2020,VI,1,0,141,6
9/4/2020,VT,0,0,1312,5
9/4/2020,WA,10,39,21257,479
9/4/2020,WI,7,52,10204,1542
9/4/2020,WV,6,0,3625,192
9/4/2020,WY,1,0,750,50
9/3/2020,AK,1,0,946,106
9/3/2020,AL,16,48,695,1046
9/3/2020,AR,20,45,0,1392
9/3/2020,AS,0,0,0,0
9/3/2020,AZ,65,25,7840,1092
9/3/2020,CA,164,0,78429,5125
9/3/2020,CO,0,37,4416,244
9/3/2020,CT,1,95,14136,101
9/3/2020,DC,1,0,3904,58
9/3/2020,DE,0,0,3914,104
9/3/2020,FL,149,273,20323,3571
9/3/2020,GA,73,234,26353,2675
9/3/2020,GU,0,0,653,66
9/3/2020,HI,1,20,4907,338
9/3/2020,IA,9,0,4226,878
9/3/2020,ID,4,41,2008,296
9/3/2020,IL,24,0,39435,1360
9/3/2020,IN,7,53,9338,1104
9/3/2020,KS,0,0,0,0
9/3/2020,KY,10,32,6319,894
9/3/2020,LA,17,0,11507,813
9/3/2020,MA,17,30,31191,415
9/3/2020,MD,12,76,11266,693
9/3/2020,ME,0,1,7971,50
9/3/2020,MI,10,0,31861,774
9/3/2020,MN,7,26,6496,1038
9/3/2020,MO,3,0,8584,1397
9/3/2020,MP,0,0,0,0
9/3/2020,MS,10,0,4244,751
9/3/2020,MT,2,11,1607,180
9/3/2020,NC,24,0,30871,1656
9/3/2020,ND,2,8,1440,359
9/3/2020,NE,0,13,2903,421
9/3/2020,NH,0,0,4544,50
9/3/2020,NJ,7,31,27370,378
9/3/2020,NM,3,8,5408,152
9/3/2020,NV,27,0,2609,351
9/3/2020,NY,7,0,88092,889
9/3/2020,OH,50,89,25435,1345
9/3/2020,OK,14,52,8895,909
9/3/2020,OR,2,8,4482,261
9/3/2020,PA,20,0,13358,1160
9/3/2020,PR,5,0,0,195
9/3/2020,RI,4,-2,2927,65
9/3/2020,SC,13,58,9200,1193
9/3/2020,SD,0,9,1278,334
9/3/2020,TN,18,64,25057,1715
9/3/2020,TX,221,0,34961,3680
9/3/2020,UT,4,19,4730,504
9/3/2020,VA,11,92,12714,1126
9/3/2020,VI,0,0,306,1
9/3/2020,VT,0,0,1785,0
9/3/2020,WA,4,8,15876,438
9/3/2020,WI,4,30,8451,740
9/3/2020,WV,7,0,3306,203
9/3/2020,WY,0,2,663,28
9/2/2020,AK,0,0,2556,73
9/2/2020,AL,17,215,4690,623
9/2/2020,AR,27,35,5809,615
9/2/2020,AS,0,0,0,0
9/2/2020,AZ,21,44,4418,519
9/2/2020,CA,145,0,105419,4255
9/2/2020,CO,4,25,3279,351
9/2/2020,CT,1,0,11539,102
9/2/2020,DC,1,0,1925,28
9/2/2020,DE,1,0,2093,14
9/2/2020,FL,130,300,15534,2402
9/2/2020,GA,62,178,11223,1916
9/2/2020,GU,0,0,402,47
9/2/2020,HI,4,24,3823,181
9/2/2020,IA,3,0,5381,726
9/2/2020,ID,7,0,1127,280
9/2/2020,IL,27,0,30623,2128
9/2/2020,IN,13,49,7972,859
9/2/2020,KS,12,57,4670,1328
9/2/2020,KY,18,36,5984,806
9/2/2020,LA,20,0,13102,1151
9/2/2020,MA,-4,-91,15291,-7757
9/2/2020,MD,5,14,6273,456
9/2/2020,ME,1,2,4278,19
9/2/2020,MI,14,0,26761,648
9/2/2020,MN,10,46,17202,730
9/2/2020,MO,4,0,5395,1458
9/2/2020,MP,0,0,0,0
9/2/2020,MS,33,0,3288,781
9/2/2020,MT,4,14,1395,182
9/2/2020,NC,38,0,18483,1129
9/2/2020,ND,0,11,1412,266
9/2/2020,NE,2,8,2279,287
9/2/2020,NH,0,0,0,0
9/2/2020,NJ,11,40,42914,305
9/2/2020,NM,8,17,4417,108
9/2/2020,NV,23,0,1720,239
9/2/2020,NY,5,0,87739,708
9/2/2020,OH,11,95,21922,1157
9/2/2020,OK,12,58,5611,719
9/2/2020,OR,3,5,4453,129
9/2/2020,PA,21,0,12116,816
9/2/2020,PR,8,0,0,582
9/2/2020,RI,1,14,2083,76
9/2/2020,SC,37,78,3973,657
9/2/2020,SD,2,7,1076,254
9/2/2020,TN,16,83,18978,1502
9/2/2020,TX,189,0,30974,4334
9/2/2020,UT,1,24,3485,419
9/2/2020,VA,29,195,11075,927
9/2/2020,VI,0,0,95,4
9/2/2020,VT,0,0,648,2
9/2/2020,WA,16,24,6490,304
9/2/2020,WI,11,38,7831,578
9/2/2020,WV,8,0,3009,135
9/2/2020,WY,0,2,198,45
9/1/2020,AK,2,0,25590,35
9/1/2020,AL,18,271,-27925,1558
9/1/2020,AR,17,93,3717,273
9/1/2020,AS,0,0,0,0
9/1/2020,AZ,15,0,4054,507
9/1/2020,CA,85,0,93679,3712
9/1/2020,CO,6,18,4671,201
9/1/2020,CT,1,0,19115,127
9/1/2020,DC,0,0,2105,57
9/1/2020,DE,0,0,1468,106
9/1/2020,FL,190,369,52758,7569
9/1/2020,GA,101,243,22638,2226
9/1/2020,GU,3,0,386,52
9/1/2020,HI,7,3,1330,133
9/1/2020,IA,7,0,2084,591
9/1/2020,ID,2,25,1455,221
9/1/2020,IL,38,0,21469,1492
9/1/2020,IN,16,51,6123,695
9/1/2020,KS,0,0,0,0
9/1/2020,KY,15,36,8312,789
9/1/2020,LA,34,0,16347,689
9/1/2020,MA,4,22,21300,355
9/1/2020,MD,6,34,7450,614
9/1/2020,ME,0,1,5778,22
9/1/2020,MI,14,0,24181,795
9/1/2020,MN,6,40,4408,491
9/1/2020,MO,8,0,7231,1058
9/1/2020,MP,0,0,0,1
9/1/2020,MS,20,0,3018,634
9/1/2020,MT,1,11,1970,88
9/1/2020,NC,39,0,37415,2111
9/1/2020,ND,4,10,473,194
9/1/2020,NE,5,12,1483,241
9/1/2020,NH,0,1,343,22
9/1/2020,NJ,5,40,800,330
9/1/2020,NM,9,8,3872,69
9/1/2020,NV,8,0,2023,405
9/1/2020,NY,3,0,76243,754
9/1/2020,OH,27,103,24112,1453
9/1/2020,OK,9,82,20968,666
9/1/2020,OR,6,13,4339,233
9/1/2020,PA,18,0,15774,770
9/1/2020,PR,1,0,0,222
9/1/2020,RI,2,9,2532,53
9/1/2020,SC,37,59,4000,854
9/1/2020,SD,0,7,826,240
9/1/2020,TN,27,100,15356,1396
9/1/2020,TX,145,0,67637,4364
9/1/2020,UT,2,17,4370,296
9/1/2020,VA,32,71,11117,1021
9/1/2020,VI,1,0,148,5
9/1/2020,VT,0,0,2714,11
9/1/2020,WA,10,23,11576,315
9/1/2020,WI,9,61,10863,1036
9/1/2020,WV,8,0,2137,257
9/1/2020,WY,4,4,270,24
8/31/2020,AK,0,0,1752,39
8/31/2020,AL,20,0,3402,823
8/31/2020,AR,13,31,13980,368
8/31/2020,AS,0,0,0,0
8/31/2020,AZ,-1,-16,4814,174
8/31/2020,CA,28,0,137300,4176
8/31/2020,CO,0,17,4505,182
8/31/2020,CT,0,0,45206,384
8/31/2020,DC,1,0,2560,33
8/31/2020,DE,1,0,2102,86
8/31/2020,FL,68,85,14046,1885
8/31/2020,GA,28,32,14646,1498
8/31/2020,GU,0,0,376,48
8/31/2020,HI,1,8,2584,200
8/31/2020,IA,3,0,3169,608
8/31/2020,ID,1,4,1498,190
8/31/2020,IL,7,0,45711,1668
8/31/2020,IN,5,200,10708,883
8/31/2020,KS,3,26,8538,1564
8/31/2020,KY,3,20,4842,364
8/31/2020,LA,19,0,3713,326
8/31/2020,MA,11,3,18439,304
8/31/2020,MD,3,48,11157,458
8/31/2020,ME,0,0,3260,14
8/31/2020,MI,5,0,19138,499
8/31/2020,MN,1,26,5277,675
8/31/2020,MO,22,0,7676,1042
8/31/2020,MP,0,0,0,0
8/31/2020,MS,32,26,4427,274
8/31/2020,MT,0,4,3496,81
8/31/2020,NC,10,0,11713,1186
8/31/2020,ND,0,0,1682,114
8/31/2020,NE,0,2,3113,293
8/31/2020,NH,0,0,1600,21
8/31/2020,NJ,8,0,21235,349
8/31/2020,NM,1,10,4306,105
8/31/2020,NV,3,0,1916,320
8/31/2020,NY,1,0,65585,656
8/31/2020,OH,10,59,46349,895
8/31/2020,OK,1,7,0,713
8/31/2020,OR,1,41,3724,159
8/31/2020,PA,0,0,8296,521
8/31/2020,PR,0,0,0,351
8/31/2020,RI,1,0,1835,46
8/31/2020,SC,11,29,6007,668
8/31/2020,SD,0,12,691,187
8/31/2020,TN,7,38,10171,1818
8/31/2020,TX,26,0,34226,2615
8/31/2020,UT,0,13,4095,253
8/31/2020,VA,11,78,12277,847
8/31/2020,VI,0,0,123,5
8/31/2020,VT,0,0,2438,8
8/31/2020,WA,0,0,0,0
8/31/2020,WI,0,13,3552,268
8/31/2020,WV,1,0,4785,140
8/31/2020,WY,0,0,958,22
8/30/2020,AK,0,0,1093,51
8/30/2020,AL,10,0,3898,1346
8/30/2020,AR,12,40,5239,478
8/30/2020,AS,0,0,0,0
8/30/2020,AZ,23,-12,6691,374
8/30/2020,CA,71,0,116129,6070
8/30/2020,CO,0,48,5557,268
8/30/2020,CT,0,0,0,0
8/30/2020,DC,1,0,2299,34
8/30/2020,DE,0,0,1783,-6
8/30/2020,FL,14,96,21814,2583
8/30/2020,GA,28,39,14096,1215
8/30/2020,GU,0,0,0,0
8/30/2020,HI,3,12,2716,309
8/30/2020,IA,5,0,3545,971
8/30/2020,ID,5,16,2982,293
8/30/2020,IL,11,0,41701,1992
8/30/2020,IN,6,4,8684,879
8/30/2020,KS,0,0,0,0
8/30/2020,KY,9,0,0,455
8/30/2020,LA,27,0,38648,1624
8/30/2020,MA,13,3,16420,199
8/30/2020,MD,6,38,14258,497
8/30/2020,ME,0,2,4280,23
8/30/2020,MI,36,0,59530,1390
8/30/2020,MN,2,43,10002,932
8/30/2020,MO,12,0,7446,1465
8/30/2020,MP,0,0,-2,0
8/30/2020,MS,14,0,0,647
8/30/2020,MT,0,3,1191,89
8/30/2020,NC,9,0,24073,1051
8/30/2020,ND,0,3,0,221
8/30/2020,NE,0,10,2410,317
8/30/2020,NH,0,0,1947,8
8/30/2020,NJ,4,10,28296,291
8/30/2020,NM,2,10,5109,136
8/30/2020,NV,0,0,2717,447
8/30/2020,NY,8,0,99324,698
8/30/2020,OH,2,29,24812,922
8/30/2020,OK,2,20,0,667
8/30/2020,OR,4,0,4234,261
8/30/2020,PA,2,0,11791,670
8/30/2020,PR,6,0,0,298
8/30/2020,RI,0,5,1759,46
8/30/2020,SC,11,17,6175,1075
8/30/2020,SD,0,11,765,380
8/30/2020,TN,22,89,11170,835
8/30/2020,TX,90,0,19916,3824
8/30/2020,UT,0,23,4499,448
8/30/2020,VA,1,31,11816,938
8/30/2020,VI,0,0,263,11
8/30/2020,VT,0,0,3084,11
8/30/2020,WA,0,61,36564,1019
8/30/2020,WI,3,29,4562,570
8/30/2020,WV,1,0,4722,143
8/30/2020,WY,0,0,0,36
8/29/2020,AK,0,0,6045,112
8/29/2020,AL,45,0,9251,1704
8/29/2020,AR,16,0,8120,795
8/29/2020,AS,0,0,0,0
8/29/2020,AZ,29,5,7670,629
8/29/2020,CA,144,0,94012,4981
8/29/2020,CO,8,17,7643,430
8/29/2020,CT,0,0,0,0
8/29/2020,DC,0,0,4133,74
8/29/2020,DE,0,0,1577,266
8/29/2020,FL,150,287,24337,3197
8/29/2020,GA,105,198,22809,2386
8/29/2020,GU,0,0,474,60
8/29/2020,HI,4,23,2493,264
8/29/2020,IA,13,0,4642,778
8/29/2020,ID,10,21,1601,262
8/29/2020,IL,11,0,46904,1880
8/29/2020,IN,8,21,10623,1121
8/29/2020,KS,0,0,0,0
8/29/2020,KY,3,28,10189,820
8/29/2020,LA,0,0,0,0
8/29/2020,MA,13,24,23461,446
8/29/2020,MD,10,33,12583,630
8/29/2020,ME,0,1,4132,53
8/29/2020,MI,0,0,0,0
8/29/2020,MN,4,54,8410,1017
8/29/2020,MO,32,0,9495,1198
8/29/2020,MP,0,0,0,2
8/29/2020,MS,14,21,4900,735
8/29/2020,MT,4,12,2318,188
8/29/2020,NC,31,0,32673,2585
8/29/2020,ND,0,1,1377,373
8/29/2020,NE,1,14,2464,335
8/29/2020,NH,0,1,1153,30
8/29/2020,NJ,3,31,58204,349
8/29/2020,NM,3,15,6789,122
8/29/2020,NV,15,0,3361,609
8/29/2020,NY,7,0,93238,635
8/29/2020,OH,21,67,28855,1216
8/29/2020,OK,11,75,7025,1093
8/29/2020,OR,7,0,4744,239
8/29/2020,PA,16,0,15273,843
8/29/2020,PR,4,0,0,562
8/29/2020,RI,1,18,3246,174
8/29/2020,SC,43,167,7816,1298
8/29/2020,SD,2,11,1141,425
8/29/2020,TN,24,0,20036,1465
8/29/2020,TX,154,0,53848,4762
8/29/2020,UT,0,16,2357,458
8/29/2020,VA,18,91,15020,1217
8/29/2020,VI,0,0,410,43
8/29/2020,VT,0,0,3409,16
8/29/2020,WA,15,5,15009,598
8/29/2020,WI,6,39,7933,862
8/29/2020,WV,10,0,6533,143
8/29/2020,WY,0,0,0,21
8/28/2020,AK,0,0,3196,122
8/28/2020,AL,31,262,6892,1162
8/28/2020,AR,17,38,7189,838
8/28/2020,AS,0,0,0,0
8/28/2020,AZ,49,2,8630,519
8/28/2020,CA,140,0,86893,5329
8/28/2020,CO,0,26,4858,350
8/28/2020,CT,0,0,13865,145
8/28/2020,DC,0,0,4788,57
8/28/2020,DE,0,0,2875,107
8/28/2020,FL,88,311,26498,3815
8/28/2020,GA,78,208,15849,2298
8/28/2020,GU,0,0,515,55
8/28/2020,HI,4,18,2172,306
8/28/2020,IA,12,0,4331,1185
8/28/2020,ID,6,24,2174,342
8/28/2020,IL,20,0,46234,2434
8/28/2020,IN,11,71,8494,809
8/28/2020,KS,6,52,6939,1111
8/28/2020,KY,8,31,10986,779
8/28/2020,LA,30,0,9669,606
8/28/2020,MA,16,16,23278,460
8/28/2020,MD,14,43,15587,601
8/28/2020,ME,0,2,5224,22
8/28/2020,MI,6,0,32250,793
8/28/2020,MN,4,31,7370,850
8/28/2020,MO,14,0,10192,1418
8/28/2020,MP,0,0,0,0
8/28/2020,MS,14,12,5645,599
8/28/2020,MT,2,5,2082,134
8/28/2020,NC,22,0,28751,1415
8/28/2020,ND,0,16,1127,312
8/28/2020,NE,5,14,3470,374
8/28/2020,NH,1,0,2118,22
8/28/2020,NJ,10,26,0,358
8/28/2020,NM,9,17,5958,188
8/28/2020,NV,16,0,3687,632
8/28/2020,NY,3,0,97190,636
8/28/2020,OH,29,71,23470,1296
8/28/2020,OK,8,46,9221,710
8/28/2020,OR,9,15,4858,293
8/28/2020,PA,20,0,17070,835
8/28/2020,PR,12,0,0,605
8/28/2020,RI,2,11,3284,94
8/28/2020,SC,27,0,7137,1353
8/28/2020,SD,3,12,1334,323
8/28/2020,TN,28,74,25639,1636
8/28/2020,TX,196,0,44417,4031
8/28/2020,UT,4,26,4593,391
8/28/2020,VA,35,29,34760,2134
8/28/2020,VI,0,0,160,23
8/28/2020,VT,0,0,1921,3
8/28/2020,WA,10,34,16313,542
8/28/2020,WI,2,52,8313,864
8/28/2020,WV,3,0,5581,191
8/28/2020,WY,0,0,663,41
8/27/2020,AK,0,0,1334,82
8/27/2020,AL,31,0,11355,1769
8/27/2020,AR,7,43,6033,722
8/27/2020,AS,0,0,0,0
8/27/2020,AZ,33,50,7338,680
8/27/2020,CA,143,0,81228,4430
8/27/2020,CO,9,8,3849,193
8/27/2020,CT,2,93,15331,130
8/27/2020,DC,0,0,2884,72
8/27/2020,DE,0,0,974,-10
8/27/2020,FL,139,316,21277,3269
8/27/2020,GA,82,188,17452,2484
8/27/2020,GU,1,0,890,112
8/27/2020,HI,2,25,2242,276
8/27/2020,IA,16,0,6284,1551
8/27/2020,ID,11,19,1504,305
8/27/2020,IL,23,0,42803,1707
8/27/2020,IN,7,142,11064,1145
8/27/2020,KS,0,0,0,0
8/27/2020,KY,8,55,8748,748
8/27/2020,LA,23,0,9359,677
8/27/2020,MA,20,19,24975,368
8/27/2020,MD,5,51,11334,577
8/27/2020,ME,0,3,3906,25
8/27/2020,MI,16,0,29616,863
8/27/2020,MN,13,52,13289,1154
8/27/2020,MO,1,0,9371,1512
8/27/2020,MP,0,0,619,0
8/27/2020,MS,26,33,4263,585
8/27/2020,MT,0,10,2255,144
8/27/2020,NC,24,0,29633,2091
8/27/2020,ND,1,9,1108,333
8/27/2020,NE,3,8,3436,379
8/27/2020,NH,1,0,2147,35
8/27/2020,NJ,7,51,26945,307
8/27/2020,NM,5,24,5396,197
8/27/2020,NV,21,0,2523,554
8/27/2020,NY,4,0,82646,791
8/27/2020,OH,32,107,67139,1244
8/27/2020,OK,15,64,7753,712
8/27/2020,OR,5,30,5788,190
8/27/2020,PA,11,0,14123,620
8/27/2020,PR,8,0,0,639
8/27/2020,RI,3,7,3648,135
8/27/2020,SC,55,0,7435,505
8/27/2020,SD,0,2,2895,343
8/27/2020,TN,25,74,24282,1826
8/27/2020,TX,265,0,23674,5600
8/27/2020,UT,2,19,5049,383
8/27/2020,VA,0,86,0,0
8/27/2020,VI,0,0,209,22
8/27/2020,VT,0,0,1981,9
8/27/2020,WA,4,45,10749,456
8/27/2020,WI,11,33,9913,912
8/27/2020,WV,9,0,4111,93
8/27/2020,WY,0,2,3916,38
8/26/2020,AK,1,0,920,53
8/26/2020,AL,8,212,14396,2012
8/26/2020,AR,21,48,8440,649
8/26/2020,AS,0,0,0,0
8/26/2020,AZ,104,11,4520,186
8/26/2020,CA,150,0,64247,6004
8/26/2020,CO,2,49,31404,459
8/26/2020,CT,0,0,15149,180
8/26/2020,DC,1,0,2088,38
8/26/2020,DE,1,0,1743,24
8/26/2020,FL,155,370,23074,3220
8/26/2020,GA,49,222,15815,2236
8/26/2020,GU,2,0,816,136
8/26/2020,HI,0,0,2307,0
8/26/2020,IA,15,0,5124,941
8/26/2020,ID,12,16,4362,405
8/26/2020,IL,37,0,48205,2157
8/26/2020,IN,18,188,10618,938
8/26/2020,KS,11,43,6604,1536
8/26/2020,KY,7,0,7259,662
8/26/2020,LA,54,0,13261,1545
8/26/2020,MA,27,20,19429,336
8/26/2020,MD,10,39,7166,440
8/26/2020,ME,1,2,4601,21
8/26/2020,MI,6,0,40334,843
8/26/2020,MN,17,36,5992,529
8/26/2020,MO,9,0,6636,1426
8/26/2020,MP,0,0,0,0
8/26/2020,MS,58,26,3625,904
8/26/2020,MT,1,8,1592,161
8/26/2020,NC,36,0,17398,1244
8/26/2020,ND,2,6,1281,234
8/26/2020,NE,0,16,3978,301
8/26/2020,NH,1,0,1955,9
8/26/2020,NJ,10,41,23404,285
8/26/2020,NM,3,9,4760,66
8/26/2020,NV,20,0,1620,253
8/26/2020,NY,8,0,70623,566
8/26/2020,OH,48,87,18943,1089
8/26/2020,OK,19,82,5887,666
8/26/2020,OR,5,25,4549,180
8/26/2020,PA,19,0,12472,501
8/26/2020,PR,9,0,0,24
8/26/2020,RI,2,4,1759,82
8/26/2020,SC,44,0,3367,605
8/26/2020,SD,1,7,20,292
8/26/2020,TN,20,88,25573,1936
8/26/2020,TX,229,0,34674,5407
8/26/2020,UT,4,27,6323,407
8/26/2020,VA,21,97,6749,823
8/26/2020,VI,2,0,322,32
8/26/2020,VT,0,0,758,5
8/26/2020,WA,9,53,30,24
8/26/2020,WI,6,41,9610,786
8/26/2020,WV,3,0,5890,145
8/26/2020,WY,0,0,0,50
8/25/2020,AK,4,0,3290,38
8/25/2020,AL,13,0,3426,532
8/25/2020,AR,15,51,0,480
8/25/2020,AS,0,0,0,0
8/25/2020,AZ,21,146,4123,859
8/25/2020,CA,105,0,105539,4480
8/25/2020,CO,9,4,0,198
8/25/2020,CT,3,0,4961,29
8/25/2020,DC,0,0,2176,45
8/25/2020,DE,-1,0,1807,20
8/25/2020,FL,183,445,16695,2673
8/25/2020,GA,106,292,23568,2101
8/25/2020,GU,0,0,854,77
8/25/2020,HI,2,23,1642,384
8/25/2020,IA,8,0,2984,661
8/25/2020,ID,7,13,1293,217
8/25/2020,IL,29,0,39179,1680
8/25/2020,IN,16,74,8114,829
8/25/2020,KS,0,0,0,0
8/25/2020,KY,10,47,7335,669
8/25/2020,LA,33,0,21031,550
8/25/2020,MA,12,11,22425,398
8/25/2020,MD,13,44,7595,377
8/25/2020,ME,0,1,2506,12
8/25/2020,MI,21,0,23330,951
8/25/2020,MN,8,43,4307,409
8/25/2020,MO,14,0,3674,692
8/25/2020,MP,0,0,0,0
8/25/2020,MS,67,29,3798,801
8/25/2020,MT,6,11,2699,135
8/25/2020,NC,35,0,13319,1345
8/25/2020,ND,3,14,1352,234
8/25/2020,NE,5,20,723,158
8/25/2020,NH,0,1,1626,16
8/25/2020,NJ,4,16,20781,302
8/25/2020,NM,2,10,4428,73
8/25/2020,NV,30,0,2202,403
8/25/2020,NY,2,0,66626,629
8/25/2020,OH,10,97,22830,844
8/25/2020,OK,14,96,17324,650
8/25/2020,OR,8,10,4436,236
8/25/2020,PA,26,0,11806,561
8/25/2020,PR,5,0,0,102
8/25/2020,RI,4,14,3045,70
8/25/2020,SC,18,159,8693,937
8/25/2020,SD,0,9,136,134
8/25/2020,TN,40,94,14445,813
8/25/2020,TX,181,0,47338,6346
8/25/2020,UT,7,28,3842,403
8/25/2020,VA,23,146,14985,1005
8/25/2020,VI,1,0,155,14
8/25/2020,VT,0,0,682,6
8/25/2020,WA,4,12,0,0
8/25/2020,WI,13,37,9349,687
8/25/2020,WV,8,0,4833,83
8/25/2020,WY,0,2,4475,31
8/24/2020,AK,0,0,2993,70
8/24/2020,AL,11,291,0,1650
8/24/2020,AR,9,42,7684,320
8/24/2020,AS,0,0,0,0
8/24/2020,AZ,0,-22,6042,311
8/24/2020,CA,18,0,106510,4946
8/24/2020,CO,0,10,0,260
8/24/2020,CT,0,0,54854,492
8/24/2020,DC,0,0,3306,49
8/24/2020,DE,4,0,1609,47
8/24/2020,FL,72,129,16265,2258
8/24/2020,GA,24,56,30993,2304
8/24/2020,GU,0,0,793,87
8/24/2020,HI,0,19,2396,244
8/24/2020,IA,8,0,1764,358
8/24/2020,ID,1,10,1114,191
8/24/2020,IL,8,0,34543,1612
8/24/2020,IN,5,62,22576,1660
8/24/2020,KS,7,24,19097,1545
8/24/2020,KY,4,37,17363,370
8/24/2020,LA,18,0,8020,623
8/24/2020,MA,27,12,37244,662
8/24/2020,MD,3,51,14130,567
8/24/2020,ME,0,1,3134,21
8/24/2020,MI,4,0,20544,878
8/24/2020,MN,4,44,6776,714
8/24/2020,MO,0,0,4010,869
8/24/2020,MP,0,0,0,0
8/24/2020,MS,8,30,7903,511
8/24/2020,MT,1,4,22864,60
8/24/2020,NC,4,0,7940,1283
8/24/2020,ND,0,4,1009,126
8/24/2020,NE,2,3,1130,109
8/24/2020,NH,0,1,2138,27
8/24/2020,NJ,3,4,27589,225
8/24/2020,NM,2,1,14044,94
8/24/2020,NV,3,0,2039,409
8/24/2020,NY,7,0,61623,408
8/24/2020,OH,8,59,19462,849
8/24/2020,OK,4,9,0,357
8/24/2020,OR,3,44,3299,218
8/24/2020,PA,1,0,9392,426
8/24/2020,PR,0,0,0,722
8/24/2020,RI,0,0,2064,39
8/24/2020,SC,7,0,3578,563
8/24/2020,SD,0,6,554,149
8/24/2020,TN,21,43,13494,667
